"ACCOUNTID";"CODE";"CODE_MA";"IS_CHURN";"CHURN_DATE"
"1751330";"SA680022089";"MA130010999";"1";"30.09.2020"
"1751360";"SA370018556";"MA520010352";"0";""
"1751375";"SA510005603";"MA270000158";"0";""
"1751467";"SA510014440";"MA180011808";"0";""
"1751607";"SA310012324";"MA700020763";"0";""
"1751687";"SA320018759";"MA160013209";"0";""
"1751775";"SA820000051";"MA970002899";"0";""
"1751797";"SA880000261";"MA130014226";"0";""
"1751807";"SA510010147";"MA430018626";"0";""
"1751864";"SA370022106";"MA530005468";"1";"31.07.2022"
"1751981";"SA190002042";"MA690016006";"0";""
"1751990";"SA290006981";"MA730012734";"0";""
"1752075";"SA710015767";"MA330018555";"0";""
"1752235";"SA390019623";"MA210016749";"0";""
"1752370";"SA430011746";"MA230011976";"0";""
"1752464";"SA780015910";"MA590004920";"0";""
"1752700";"SA680005903";"MA410008916";"0";""
"1752768";"SA420012387";"MA450012569";"0";""
"1752788";"SA930020495";"MA210006666";"0";""
"1752846";"SA670001124";"MA340017801";"0";""
"1752853";"SA910006794";"MA180001393";"0";""
"1752900";"SA690016812";"MA450000181";"0";""
"1752935";"SA130016970";"MA490019752";"0";""
"1753203";"SA450016785";"MA300005815";"0";""
"1753288";"SA180007366";"MA320004834";"0";""
"1753296";"SA630021465";"MA840013109";"0";""
"1753366";"SA780004342";"MA330018323";"0";""
"1753477";"SA690008643";"MA330006084";"0";""
"1753518";"SA270002882";"MA420000176";"0";""
"1753579";"SA270014287";"MA230014432";"0";""
"1753613";"SA780020321";"MA170003709";"0";""
"1753661";"SA820017587";"MA390020372";"0";""
"1753758";"SA490004922";"MA210016132";"1";"31.01.2021"
"1753794";"SA480000668";"MA250000683";"0";""
"1753829";"SA160017319";"MA970020099";"0";""
"1753878";"SA970000482";"MA390011680";"0";""
"1753954";"SA690011095";"MA270014100";"0";""
"1753967";"SA770005311";"MA380022080";"1";"30.11.2020"
"1753976";"SA580001965";"MA290015934";"0";""
"1754076";"SA680001526";"MA450010092";"0";""
"1754207";"SA120021057";"MA590020934";"0";""
"1754221";"SA270018530";"MA560004709";"0";""
"1754352";"SA590010148";"MA310013140";"0";""
"1754457";"SA320010689";"MA570013679";"1";"30.06.2021"
"1754740";"SA460012712";"MA350012913";"0";""
"1754808";"SA760018224";"MA240018175";"0";""
"1754897";"SA740004791";"MA570002169";"0";""
"1754939";"SA100007151";"MA540015620";"0";""
"1754940";"SA490017438";"MA710011966";"0";""
"1754941";"SA300009284";"MA310012255";"0";""
"1755156";"SA690013206";"MA360005127";"0";""
"1755271";"SA940008440";"MA430019651";"0";""
"1755309";"SA440012414";"MA560009909";"0";""
"1755343";"SA260016070";"MA750010689";"0";""
"1755388";"SA730020933";"MA590015283";"0";""
"1755419";"SA940006822";"MA980001426";"0";""
"1755443";"SA400019726";"MA130014161";"0";""
"1755460";"SA240015885";"MA970007681";"0";""
"1755474";"SA880014350";"MA340017191";"0";""
"1755566";"SA590019412";"MA500008392";"1";"30.06.2022"
"1755615";"SA480018656";"MA980018610";"0";""
"1755657";"SA640015602";"MA650007400";"0";""
"1755771";"SA830017961";"MA470006967";"0";""
"1755790";"SA250015964";"MA480002120";"0";""
"1755899";"SA370010993";"MA740002930";"0";""
"1756139";"SA640001148";"MA560017831";"0";""
"1756140";"SA260015452";"MA500018254";"0";""
"1756372";"SA820006416";"MA270014912";"0";""
"1756373";"SA270007158";"MA710012915";"0";""
"1756447";"SA500016446";"MA550011013";"1";"30.11.2021"
"1756483";"SA330006642";"MA470012389";"0";""
"1756784";"SA720018171";"MA660001488";"0";""
"1756919";"SA250021494";"MA800021401";"0";""
"1756934";"SA400009622";"MA330015367";"0";""
"1756967";"SA280012474";"MA350001489";"0";""
"1757068";"SA690018738";"MA140018677";"0";""
"1757222";"SA430021592";"MA450010566";"0";""
"1757238";"SA230001632";"MA850004599";"0";""
"1757308";"SA270017585";"MA860003809";"0";""
"1757321";"SA950007717";"MA480002333";"1";"31.10.2020"
"1757326";"SA850019235";"MA970016408";"1";"30.04.2022"
"1757365";"SA540007289";"MA330013040";"0";""
"1757377";"SA660021324";"MA290018433";"0";""
"1757511";"SA750005770";"MA610016959";"0";""
"1757564";"SA920011465";"MA850019947";"0";""
"1757647";"SA720000600";"MA790011790";"0";""
"1757699";"SA130009689";"MA230010003";"0";""
"1757806";"SA890015747";"MA380001896";"0";""
"1757808";"SA660015271";"MA710004319";"0";""
"1757871";"SA490000028";"MA570013930";"0";""
"1757927";"SA920010197";"MA560013196";"0";""
"1758052";"SA640011234";"MA190000310";"0";""
"1758065";"SA270014343";"MA720006184";"0";""
"1758110";"SA210005411";"MA240011177";"1";"31.10.2020"
"1758155";"SA740022156";"MA190002679";"1";"31.12.2020"
"1758172";"SA640018119";"MA960009930";"0";""
"1758234";"SA600005736";"MA520011473";"0";""
"1758292";"SA400020424";"MA160003803";"0";""
"1758425";"SA390001486";"MA230007221";"0";""
"1758449";"SA510018642";"MA720015810";"0";""
"1758602";"SA150008092";"MA270022095";"1";"30.06.2021"
"1758669";"SA910010982";"MA270016695";"0";""
"1758715";"SA590004212";"MA550012736";"0";""
"1758747";"SA580018371";"MA100010167";"0";""
"1758826";"SA630016358";"MA430013619";"1";"28.02.2021"
"1758840";"SA300004215";"MA890012741";"0";""
"1758860";"SA840020490";"MA910006662";"0";""
"1758995";"SA700012693";"MA360010213";"0";""
"1758999";"SA140010824";"MA740019312";"1";"31.07.2020"
"1759013";"SA480000061";"MA690013952";"0";""
"1759014";"SA820012911";"MA140013103";"0";""
"1759050";"SA760004261";"MA750021018";"0";""
"1759070";"SA590011393";"MA730006088";"0";""
"1759101";"SA170020103";"MA470011798";"0";""
"1759103";"SA230009020";"MA300017448";"0";""
"1759121";"SA520001608";"MA900010179";"0";""
"1759143";"SA740010900";"MA700011193";"1";"30.09.2022"
"1759204";"SA570015877";"MA920010489";"0";""
"1759336";"SA600018778";"MA660010544";"0";""
"1759440";"SA740020826";"MA410017942";"0";""
"1759581";"SA740021323";"MA980007463";"0";""
"1759606";"SA330004064";"MA370012559";"1";"31.08.2020"
"1759646";"SA890007711";"MA560018944";"1";"30.09.2020"
"1759780";"SA790014007";"MA320011420";"0";""
"1759784";"SA400017213";"MA550003473";"0";""
"1759812";"SA720019989";"MA210014440";"0";""
"1759849";"SA860016882";"MA560016891";"0";""
"1760024";"SA760007205";"MA710018427";"0";""
"1760058";"SA290014705";"MA390017502";"0";""
"1760203";"SA250018889";"MA830010655";"0";""
"1760243";"SA590012591";"MA200001624";"0";""
"1760254";"SA590014726";"MA830006562";"0";""
"1760347";"SA130014905";"MA770003922";"0";""
"1760779";"SA390012740";"MA940004642";"0";""
"1760928";"SA980000023";"MA210000032";"0";""
"1760977";"SA760021249";"MA940015594";"0";""
"1761348";"SA410004400";"MA360004631";"0";""
"1761374";"SA730019526";"MA620011243";"0";""
"1761425";"SA130017166";"MA820017168";"0";""
"1761501";"SA290007781";"MA100002412";"1";"30.11.2021"
"1761564";"SA230010764";"MA900005504";"1";"31.07.2020"
"1761637";"SA190013824";"MA110002915";"0";""
"1761688";"SA460021075";"MA720020949";"0";""
"1761741";"SA850011671";"MA630006377";"0";""
"1761748";"SA750004640";"MA210018650";"0";""
"1761752";"SA720005697";"MA980019654";"0";""
"1761802";"SA510003403";"MA730009172";"0";""
"1761823";"SA870008340";"MA890016761";"0";""
"1761947";"SA590022206";"MA600002742";"1";"30.11.2021"
"1761957";"SA320021359";"MA650001840";"0";""
"1762067";"SA800004197";"MA880007204";"0";""
"1762313";"SA930000272";"MA830011475";"0";""
"1762437";"SA300018776";"MA140015937";"0";""
"1762513";"SA290018420";"MA480018374";"0";""
"1762631";"SA960015490";"MA500018287";"0";""
"1762712";"SA770021181";"MA660018283";"0";""
"1762899";"SA770006973";"MA660004437";"0";""
"1763056";"SA210000801";"MA550003694";"0";""
"1763107";"SA920011437";"MA850014431";"0";""
"1763114";"SA770002224";"MA730010793";"1";"31.10.2022"
"1763116";"SA160010038";"MA160015742";"0";""
"1763298";"SA140008999";"MA780006465";"0";""
"1763347";"SA190000985";"MA230020448";"0";""
"1763659";"SA900008737";"MA940019965";"0";""
"1763790";"SA500007527";"MA910021540";"0";""
"1763792";"SA970009559";"MA900007077";"0";""
"1763941";"SA890016314";"MA770008137";"1";"28.02.2022"
"1764037";"SA980002993";"MA200014252";"0";""
"1764045";"SA500016905";"MA740014215";"0";""
"1764098";"SA800016791";"MA280005819";"0";""
"1764113";"SA430013099";"MA680010622";"0";""
"1764242";"SA540011961";"MA640014943";"0";""
"1764270";"SA970003507";"MA350017426";"0";""
"1764350";"SA110006785";"MA310004262";"0";""
"1764391";"SA270002127";"MA190016089";"1";"31.08.2021"
"1764475";"SA280011286";"MA210008782";"0";""
"1764605";"SA790012995";"MA490013179";"0";""
"1764610";"SA210012542";"MA890004441";"0";""
"1764674";"SA230010713";"MA440011004";"1";"31.07.2020"
"1764792";"SA190018013";"MA770020775";"0";""
"1764863";"SA780003130";"MA600003301";"0";""
"1764995";"SA640005901";"MA680006097";"0";""
"1765071";"SA400020340";"MA540009350";"0";""
"1765105";"SA450021427";"MA130007569";"0";""
"1765364";"SA960001874";"MA560015835";"0";""
"1765407";"SA850009263";"MA680001068";"0";""
"1765497";"SA210008482";"MA680011482";"0";""
"1765586";"SA840004625";"MA580004870";"1";"31.10.2022"
"1765597";"SA890010571";"MA810010866";"1";"31.08.2022"
"1765650";"SA690017300";"MA530009113";"0";""
"1765668";"SA880021015";"MA420012675";"0";""
"1765734";"SA130000790";"MA770014742";"0";""
"1765775";"SA770020368";"MA720014826";"0";""
"1765906";"SA140013704";"MA710016572";"1";"30.04.2021"
"1765943";"SA530006880";"MA100020875";"0";""
"1766028";"SA180009432";"MA260012429";"0";""
"1766098";"SA460016142";"MA170021706";"1";"31.10.2020"
"1766264";"SA210013086";"MA620004996";"0";""
"1766348";"SA160000449";"MA260011648";"0";""
"1766352";"SA290021765";"MA740005116";"1";"31.05.2021"
"1766373";"SA720006562";"MA400006787";"0";""
"1766428";"SA490019682";"MA980019585";"0";""
"1766457";"SA940001843";"MA350021365";"0";""
"1766471";"SA670006106";"MA140017279";"0";""
"1766513";"SA450006203";"MA490020173";"0";""
"1766573";"SA810021417";"MA840010367";"0";""
"1766663";"SA150021965";"MA140013583";"1";"31.03.2021"
"1766688";"SA530007072";"MA340015549";"0";""
"1766801";"SA130018343";"MA860012836";"0";""
"1766885";"SA790012535";"MA390004438";"0";""
"1766937";"SA980019790";"MA920003163";"0";""
"1767020";"SA950008454";"MA320008710";"0";""
"1767045";"SA480019438";"MA140019359";"1";"31.08.2022"
"1767055";"SA780013271";"MA690021731";"1";"30.06.2021"
"1767205";"SA290010268";"MA380013251";"0";""
"1767239";"SA410018737";"MA280021445";"0";""
"1767337";"SA430016989";"MA820000359";"0";""
"1767356";"SA940005978";"MA900003409";"0";""
"1767435";"SA910013040";"MA370010547";"0";""
"1767472";"SA410010106";"MA610004812";"0";""
"1767580";"SA820019041";"MA650016191";"1";"31.08.2022"
"1767673";"SA330018750";"MA410018686";"0";""
"1767685";"SA940015345";"MA740016915";"0";""
"1767731";"SA590014193";"MA250017033";"0";""
"1767743";"SA740022024";"MA550019130";"1";"28.02.2022"
"1767819";"SA830003038";"MA610000356";"0";""
"1767905";"SA520012943";"MA200010442";"0";""
"1767985";"SA310001504";"MA810018220";"0";""
"1768058";"SA690013949";"MA240003050";"0";""
"1768074";"SA550001888";"MA960004861";"0";""
"1768077";"SA970020847";"MA800012500";"0";""
"1768089";"SA680006609";"MA300012356";"0";""
"1768101";"SA290002574";"MA670008344";"1";"31.10.2021"
"1768224";"SA560009550";"MA100012565";"0";""
"1768248";"SA460000237";"MA710014189";"0";""
"1768397";"SA980007186";"MA370007438";"0";""
"1768408";"SA530017460";"MA310006480";"0";""
"1768441";"SA260007571";"MA580013301";"0";""
"1768653";"SA590002861";"MA670000157";"1";"31.03.2021"
"1768737";"SA830007308";"MA260018532";"0";""
"1768831";"SA720022044";"MA750013667";"1";"31.12.2020"
"1768886";"SA470013439";"MA760021891";"1";"31.03.2021"
"1768908";"SA410010015";"MA780015721";"0";""
"1768915";"SA940006146";"MA880020116";"0";""
"1768966";"SA380011648";"MA310000697";"0";""
"1769040";"SA560014298";"MA440006147";"0";""
"1769044";"SA580013035";"MA100002096";"0";""
"1769072";"SA670016728";"MA360000096";"0";""
"1769237";"SA480019684";"MA970011379";"0";""
"1769269";"SA960007140";"MA510015608";"0";""
"1769337";"SA860016936";"MA640005944";"0";""
"1769410";"SA680001784";"MA350015746";"1";"31.03.2022"
"1769443";"SA590004281";"MA610001655";"0";""
"1769446";"SA540007078";"MA510021080";"0";""
"1769478";"SA680012331";"MA650012509";"0";""
"1769547";"SA480021402";"MA740016915";"0";""
"1769554";"SA740008288";"MA120019483";"0";""
"1769566";"SA320021815";"MA810007992";"1";"31.08.2021"
"1769612";"SA400015868";"MA120007668";"0";""
"1769647";"SA400020226";"MA170011929";"0";""
"1769692";"SA760001610";"MA480015583";"0";""
"1769822";"SA700011146";"MA790019616";"0";""
"1769845";"SA740005031";"MA490002405";"1";"30.11.2021"
"1769941";"SA530002013";"MA360018759";"0";""
"1770178";"SA670018229";"MA430010025";"0";""
"1770261";"SA590004657";"MA230018666";"0";""
"1770327";"SA350005621";"MA330008627";"0";""
"1770364";"SA730021253";"MA240012893";"0";""
"1770370";"SA890010965";"MA680005699";"0";""
"1770486";"SA170000240";"MA110008702";"0";""
"1770561";"SA860007921";"MA870002554";"1";"31.03.2021"
"1770716";"SA190014488";"MA280009160";"0";""
"1770760";"SA140004276";"MA550001650";"0";""
"1770794";"SA790008805";"MA740016915";"0";""
"1770817";"SA360002117";"MA810018850";"1";"30.11.2020"
"1770840";"SA300012829";"MA360021255";"0";""
"1770875";"SA160006860";"MA390020863";"0";""
"1770984";"SA730011560";"MA400006267";"0";""
"1771155";"SA650021499";"MA310010465";"0";""
"1771433";"SA280002278";"MA730010830";"1";"28.02.2021"
"1771439";"SA160002019";"MA600005002";"0";""
"1771536";"SA530004881";"MA740016915";"0";""
"1771626";"SA980019771";"MA870014203";"0";""
"1771669";"SA370007968";"MA550008256";"1";"30.06.2021"
"1771695";"SA470010264";"MA750018756";"0";""
"1771826";"SA360005969";"MA470017163";"0";""
"1771939";"SA980000385";"MA280008853";"0";""
"1771947";"SA390002817";"MA250002992";"0";""
"1772011";"SA630016135";"MA200007973";"1";"28.02.2021"
"1772045";"SA170011658";"MA900017339";"0";""
"1772186";"SA630018071";"MA780001412";"0";""
"1772316";"SA450018965";"MA230016118";"0";""
"1772415";"SA820018706";"MA470010488";"0";""
"1772469";"SA490013072";"MA560018748";"0";""
"1772529";"SA250007753";"MA880021798";"1";"30.11.2020"
"1772593";"SA330004635";"MA740016915";"0";""
"1772614";"SA410001122";"MA720009658";"0";""
"1772727";"SA430016909";"MA740016915";"0";""
"1772790";"SA670020865";"MA320020767";"0";""
"1772800";"SA510008498";"MA320019721";"0";""
"1772945";"SA290014280";"MA570014426";"0";""
"1772976";"SA640002529";"MA530011047";"1";"31.12.2021"
"1772994";"SA500018117";"MA380018089";"0";""
"1773035";"SA730001553";"MA610015531";"0";""
"1773058";"SA950017503";"MA740017482";"0";""
"1773059";"SA810019576";"MA350008536";"0";""
"1773064";"SA120012487";"MA630018148";"0";""
"1773110";"SA100013317";"MA690021777";"1";"31.10.2020"
"1773292";"SA510018300";"MA940012788";"0";""
"1773337";"SA230004820";"MA300013316";"1";"31.01.2021"
"1773402";"SA130009298";"MA130001104";"0";""
"1773405";"SA920006601";"MA180015086";"0";""
"1773417";"SA870016041";"MA510013318";"1";"31.05.2021"
"1773437";"SA310007638";"MA480018876";"0";""
"1773537";"SA310003376";"MA860020094";"0";""
"1773548";"SA330008701";"MA730011668";"0";""
"1773555";"SA960018820";"MA970002123";"0";""
"1773614";"SA690003884";"MA750004092";"0";""
"1773657";"SA820018880";"MA690005051";"0";""
"1773746";"SA930020278";"MA790009290";"0";""
"1773882";"SA530005269";"MA210013750";"1";"31.03.2022"
"1773920";"SA510009004";"MA160000795";"0";""
"1773982";"SA980013120";"MA540013306";"0";""
"1773988";"SA420009644";"MA820012660";"1";"31.10.2022"
"1774004";"SA970003609";"MA620003779";"0";""
"1774011";"SA730017930";"MA450020693";"0";""
"1774099";"SA750011294";"MA970006000";"0";""
"1774100";"SA580002228";"MA480005197";"1";"28.02.2021"
"1774155";"SA320011616";"MA740016915";"0";""
"1774195";"SA170021366";"MA820010315";"1";"31.12.2022"
"1774294";"SA560001903";"MA980004884";"0";""
"1774360";"SA240010522";"MA970016231";"1";"31.08.2022"
"1774390";"SA820005641";"MA850019593";"0";""
"1774393";"SA330010879";"MA130008422";"1";"31.07.2022"
"1774419";"SA560015808";"MA540010423";"0";""
"1774508";"SA960014880";"MA900012197";"0";""
"1774597";"SA200017341";"MA740016915";"0";""
"1774807";"SA740018476";"MA180007449";"0";""
"1774888";"SA410016014";"MA470016016";"0";""
"1774918";"SA650001082";"MA200012296";"0";""
"1774957";"SA910000728";"MA650006413";"0";""
"1775119";"SA500022051";"MA320005411";"1";"30.04.2022"
"1775122";"SA700021841";"MA780021748";"1";"30.04.2021"
"1775176";"SA260008654";"MA460008905";"0";""
"1775261";"SA220013810";"MA490016670";"0";""
"1775292";"SA690009845";"MA890015567";"0";""
"1775303";"SA910018045";"MA180001369";"0";""
"1775492";"SA140014897";"MA770003914";"0";""
"1775518";"SA550005571";"MA890005783";"0";""
"1775521";"SA510010653";"MA210013653";"1";"30.09.2020"
"1775591";"SA390015915";"MA140013201";"0";""
"1775787";"SA370003018";"MA310014276";"0";""
"1775811";"SA440010284";"MA740016915";"0";""
"1775954";"SA690006399";"MA510006619";"0";""
"1776142";"SA500005960";"MA710014454";"0";""
"1776238";"SA480021497";"MA270015855";"0";""
"1776265";"SA120004888";"MA810007940";"1";"31.05.2021"
"1776466";"SA570009021";"MA800020265";"0";""
"1776484";"SA780012422";"MA250020849";"0";""
"1776503";"SA900005502";"MA840013974";"0";""
"1776578";"SA830019629";"MA500019529";"0";""
"1776604";"SA240021948";"MA200002460";"1";"30.11.2022"
"1776655";"SA150002956";"MA380014199";"0";""
"1776683";"SA800005839";"MA740016915";"0";""
"1776844";"SA260012869";"MA450004755";"0";""
"1776864";"SA710000497";"MA220008989";"0";""
"1776948";"SA830017195";"MA700009028";"0";""
"1777099";"SA650015852";"MA550018627";"0";""
"1777120";"SA180000501";"MA930014468";"0";""
"1777142";"SA590021792";"MA120016121";"1";"30.04.2022"
"1777300";"SA120012662";"MA100021113";"0";""
"1777325";"SA140012815";"MA180001844";"0";""
"1777356";"SA450014323";"MA740016915";"0";""
"1777378";"SA900021652";"MA570010616";"1";"28.02.2022"
"1777479";"SA760018504";"MA340012988";"0";""
"1777523";"SA340006414";"MA280017590";"0";""
"1777575";"SA840012578";"MA740016915";"0";""
"1777719";"SA140002183";"MA750018920";"1";"31.10.2020"
"1777731";"SA810005670";"MA450003093";"0";""
"1777735";"SA720009696";"MA660018163";"0";""
"1777846";"SA510010207";"MA150013205";"0";""
"1777896";"SA300010424";"MA510007971";"1";"30.09.2022"
"1778247";"SA290014994";"MA590012337";"0";""
"1778394";"SA910002261";"MA840005226";"1";"30.04.2021"
"1778557";"SA690003532";"MA400014762";"0";""
"1778762";"SA760018743";"MA520002067";"0";""
"1778846";"SA120007019";"MA720012774";"0";""
"1778891";"SA900008377";"MA810014093";"0";""
"1778964";"SA300002311";"MA180002441";"1";"30.06.2022"
"1778989";"SA380006985";"MA550001576";"0";""
"1779035";"SA880010977";"MA810000054";"0";""
"1779045";"SA530003613";"MA740009429";"0";""
"1779198";"SA880001986";"MA560002111";"0";""
"1779273";"SA610016539";"MA810022094";"1";"31.12.2020"
"1779278";"SA670000865";"MA910000882";"0";""
"1779393";"SA400017404";"MA740016915";"0";""
